Right Vastus lateralis~5,Right Biceps femoris caput longus~5,Right Gastrocnemius lateralis~5,Right Gluteus maximus~5,Right Rectus femoris~5
0.05960264901,0.1037613489,0.1094674556,0.3698630137,0.1517241379
0.05849889625,0.102464332,0.1183431953,0.3607305936,0.1471264368
0.05849889625,0.1011673152,0.1301775148,0.3470319635,0.1402298851
0.05739514349,0.09987029831,0.1449704142,0.3333333333,0.1356321839
0.05629139073,0.09857328145,0.1597633136,0.3242009132,0.1287356322
0.05629139073,0.09857328145,0.174556213,0.3105022831,0.124137931
0.05629139073,0.09857328145,0.1923076923,0.296803653,0.1172413793
0.05739514349,0.09987029831,0.2100591716,0.2876712329,0.1126436782
0.05739514349,0.1011673152,0.2278106509,0.2785388128,0.108045977
0.05849889625,0.1037613489,0.2455621302,0.2694063927,0.1057471264
0.05960264901,0.1063553826,0.2662721893,0.2648401826,0.1034482759
0.06181015453,0.1102464332,0.2840236686,0.2602739726,0.1011494253
0.06291390728,0.1154345006,0.298816568,0.2602739726,0.1011494253
0.0651214128,0.1206225681,0.3165680473,0.2557077626,0.1011494253
0.06732891832,0.1271076524,0.3313609467,0.2557077626,0.1011494253
0.06953642384,0.1335927367,0.3431952663,0.2602739726,0.1034482759
0.07174392936,0.140077821,0.3520710059,0.2648401826,0.1034482759
0.07284768212,0.1465629053,0.3609467456,0.2694063927,0.108045977
0.07505518764,0.1530479896,0.3668639053,0.2739726027,0.1103448276
0.0761589404,0.1582360571,0.3698224852,0.2785388128,0.1149425287
0.07726269316,0.1634241245,0.3727810651,0.2831050228,0.1172413793
0.07836644592,0.168612192,0.3698224852,0.2922374429,0.1218390805
0.07947019868,0.1712062257,0.3668639053,0.296803653,0.1264367816
0.08057395143,0.1725032425,0.3609467456,0.301369863,0.1310344828
0.08057395143,0.1738002594,0.3520710059,0.3059360731,0.1356321839
0.08167770419,0.1725032425,0.3431952663,0.3105022831,0.1379310345
0.08167770419,0.1699092088,0.3343195266,0.3196347032,0.1425287356
0.08167770419,0.1673151751,0.3195266272,0.3242009132,0.1448275862
0.08167770419,0.1621271077,0.3076923077,0.3287671233,0.1471264368
0.08167770419,0.1569390402,0.2928994083,0.3333333333,0.1494252874
0.08167770419,0.1504539559,0.2781065089,0.3424657534,0.1517241379
0.08167770419,0.1439688716,0.2662721893,0.3515981735,0.1540229885
0.08057395143,0.1374837873,0.2514792899,0.3607305936,0.1563218391
0.08057395143,0.130998703,0.2366863905,0.3698630137,0.1563218391
0.08057395143,0.1258106355,0.224852071,0.3789954338,0.1586206897
0.07947019868,0.1193255512,0.2130177515,0.3881278539,0.1586206897
0.07947019868,0.1141374838,0.201183432,0.401826484,0.1609195402
0.07836644592,0.1102464332,0.1923076923,0.4109589041,0.1609195402
0.07726269316,0.1076523995,0.1834319527,0.4246575342,0.1632183908
0.07726269316,0.1050583658,0.174556213,0.4337899543,0.1655172414
0.0761589404,0.1037613489,0.1656804734,0.4383561644,0.167816092
0.07505518764,0.102464332,0.1597633136,0.4474885845,0.1701149425
0.07395143488,0.1037613489,0.1538461538,0.4520547945,0.1747126437
0.07284768212,0.1037613489,0.1479289941,0.4566210046,0.1793103448
0.07174392936,0.1063553826,0.1420118343,0.4566210046,0.183908046
0.0706401766,0.1089494163,0.1390532544,0.4520547945,0.1862068966
0.06953642384,0.1115434501,0.1331360947,0.4474885845,0.1908045977
0.06843267108,0.1154345006,0.1272189349,0.4429223744,0.1954022989
0.06732891832,0.1180285344,0.124260355,0.4337899543,0.2
0.06622516556,0.121919585,0.1183431953,0.4246575342,0.2022988506
0.0651214128,0.1258106355,0.1153846154,0.4109589041,0.2068965517
0.06401766004,0.1297016861,0.1124260355,0.401826484,0.2091954023
0.06401766004,0.1322957198,0.1094674556,0.3881278539,0.2091954023
0.06291390728,0.1361867704,0.1094674556,0.3744292237,0.2114942529
0.06291390728,0.1387808042,0.1124260355,0.3607305936,0.2114942529
0.06181015453,0.1413748379,0.1183431953,0.3470319635,0.2091954023
0.06181015453,0.1426718547,0.124260355,0.3333333333,0.2091954023
0.06181015453,0.1439688716,0.1360946746,0.3196347032,0.2068965517
0.06070640177,0.1439688716,0.1538461538,0.3059360731,0.2022988506
0.06070640177,0.1439688716,0.1715976331,0.296803653,0.2
0.06070640177,0.1426718547,0.1952662722,0.2876712329,0.1954022989
0.06070640177,0.1413748379,0.2218934911,0.2785388128,0.1908045977
0.05960264901,0.140077821,0.2544378698,0.2739726027,0.1862068966
0.05960264901,0.1374837873,0.2899408284,0.2648401826,0.1816091954
0.05849889625,0.1361867704,0.325443787,0.2602739726,0.1770114943
0.05849889625,0.1322957198,0.3639053254,0.2557077626,0.1724137931
0.05739514349,0.1297016861,0.4053254438,0.2557077626,0.167816092
0.05629139073,0.1271076524,0.4467455621,0.2511415525,0.1655172414
0.05518763797,0.1232166018,0.4852071006,0.2465753425,0.1609195402
0.05408388521,0.1206225681,0.5236686391,0.2420091324,0.1563218391
0.05298013245,0.1167315175,0.5562130178,0.2374429224,0.1540229885
0.05187637969,0.1128404669,0.5857988166,0.2328767123,0.1517241379
0.05077262693,0.1102464332,0.6124260355,0.2283105023,0.1494252874
0.04856512141,0.1063553826,0.6331360947,0.2237442922,0.1494252874
0.04746136865,0.1011673152,0.6449704142,0.2191780822,0.1494252874
0.04635761589,0.09727626459,0.650887574,0.2100456621,0.1517241379
0.04415011038,0.09338521401,0.650887574,0.200913242,0.1540229885
0.04304635762,0.08819714656,0.6420118343,0.196347032,0.1563218391
0.0408388521,0.08300907912,0.6272189349,0.1872146119,0.1609195402
0.03973509934,0.07782101167,0.6035502959,0.1780821918,0.1655172414
0.03863134658,0.07133592737,0.5769230769,0.1735159817,0.1701149425
0.03642384106,0.06614785992,0.5443786982,0.1643835616,0.1770114943
0.0353200883,0.05966277562,0.5059171598,0.1598173516,0.183908046
0.0353200883,0.05447470817,0.4674556213,0.1552511416,0.1908045977
0.03421633554,0.04798962387,0.4230769231,0.1506849315,0.1977011494
0.03421633554,0.04280155642,0.3816568047,0.1461187215,0.2045977011
0.03311258278,0.03631647211,0.3372781065,0.1461187215,0.2114942529
0.03311258278,0.03112840467,0.2958579882,0.1461187215,0.216091954
0.03421633554,0.02594033722,0.2544378698,0.1506849315,0.2206896552
