Right Vastus lateralis~5,Right Biceps femoris caput longus~5,Right Gastrocnemius lateralis~5,Right Gluteus maximus~5,Right Rectus femoris~5
0.05081669691,0.1515151515,0.3367346939,0.06896551724,0.05651105651
0.04900181488,0.1515151515,0.3469387755,0.06034482759,0.05651105651
0.04809437387,0.1565656566,0.3469387755,0.06034482759,0.05651105651
0.04718693285,0.1616161616,0.3469387755,0.06034482759,0.05651105651
0.04627949183,0.1666666667,0.3418367347,0.05172413793,0.05651105651
0.04537205082,0.1717171717,0.3316326531,0.05172413793,0.05405405405
0.0444646098,0.1717171717,0.3214285714,0.05172413793,0.05405405405
0.04355716878,0.1767676768,0.3112244898,0.05172413793,0.05405405405
0.04355716878,0.1767676768,0.2959183673,0.04310344828,0.05405405405
0.04264972777,0.1717171717,0.2806122449,0.04310344828,0.0515970516
0.04264972777,0.1717171717,0.2653061224,0.04310344828,0.0515970516
0.04264972777,0.1666666667,0.25,0.04310344828,0.0515970516
0.04355716878,0.1565656566,0.2397959184,0.04310344828,0.04914004914
0.04355716878,0.1515151515,0.2244897959,0.04310344828,0.04914004914
0.04355716878,0.1414141414,0.2091836735,0.04310344828,0.04914004914
0.0444646098,0.1363636364,0.1989795918,0.05172413793,0.04668304668
0.0444646098,0.1262626263,0.1836734694,0.05172413793,0.04668304668
0.0444646098,0.1212121212,0.1785714286,0.05172413793,0.04422604423
0.04355716878,0.1111111111,0.1734693878,0.06034482759,0.04422604423
0.04264972777,0.1060606061,0.1683673469,0.06034482759,0.04176904177
0.04174228675,0.1060606061,0.1683673469,0.06034482759,0.03931203931
0.03992740472,0.101010101,0.1683673469,0.06896551724,0.03931203931
0.03720508167,0.101010101,0.1734693878,0.06896551724,0.03685503686
0.03448275862,0.1060606061,0.1836734694,0.0775862069,0.0343980344
0.03266787659,0.1060606061,0.1887755102,0.0775862069,0.0343980344
0.02994555354,0.1111111111,0.1989795918,0.0775862069,0.03194103194
0.02722323049,0.1161616162,0.2091836735,0.0775862069,0.02948402948
0.02450090744,0.1212121212,0.2193877551,0.0775862069,0.02702702703
0.02268602541,0.1313131313,0.2244897959,0.0775862069,0.02702702703
0.02087114338,0.1363636364,0.2295918367,0.0775862069,0.02457002457
0.01996370236,0.1414141414,0.2346938776,0.0775862069,0.02457002457
0.01905626134,0.1515151515,0.2346938776,0.0775862069,0.02457002457
0.01905626134,0.1565656566,0.2295918367,0.06896551724,0.02211302211
0.01905626134,0.1616161616,0.2244897959,0.06896551724,0.02211302211
0.01905626134,0.1666666667,0.2193877551,0.06034482759,0.02211302211
0.01905626134,0.1717171717,0.2091836735,0.06034482759,0.02211302211
0.01996370236,0.1717171717,0.1989795918,0.06034482759,0.02211302211
0.02087114338,0.1717171717,0.1887755102,0.05172413793,0.02211302211
0.02177858439,0.1717171717,0.1785714286,0.05172413793,0.02211302211
0.02268602541,0.1666666667,0.1683673469,0.04310344828,0.02211302211
0.02359346642,0.1666666667,0.1632653061,0.04310344828,0.02211302211
0.02359346642,0.1565656566,0.1530612245,0.04310344828,0.02211302211
0.02450090744,0.1515151515,0.1428571429,0.03448275862,0.02211302211
0.02540834846,0.1464646465,0.137755102,0.03448275862,0.02211302211
0.02631578947,0.1363636364,0.1275510204,0.03448275862,0.02211302211
0.02631578947,0.1313131313,0.1224489796,0.03448275862,0.02457002457
0.02722323049,0.1262626263,0.112244898,0.03448275862,0.02457002457
0.02813067151,0.1262626263,0.1020408163,0.03448275862,0.02457002457
0.02813067151,0.1212121212,0.09693877551,0.03448275862,0.02457002457
0.02903811252,0.1212121212,0.08673469388,0.03448275862,0.02457002457
0.02994555354,0.1262626263,0.08163265306,0.03448275862,0.02457002457
0.03085299456,0.1313131313,0.07142857143,0.03448275862,0.02702702703
0.03085299456,0.1363636364,0.0612244898,0.03448275862,0.02702702703
0.03266787659,0.1464646465,0.05612244898,0.03448275862,0.02948402948
0.0335753176,0.1565656566,0.05102040816,0.03448275862,0.03194103194
0.03448275862,0.1616161616,0.04081632653,0.03448275862,0.0343980344
0.03629764065,0.1717171717,0.03571428571,0.03448275862,0.03685503686
0.03720508167,0.1818181818,0.03571428571,0.03448275862,0.03931203931
0.0390199637,0.1919191919,0.0306122449,0.03448275862,0.04422604423
0.04083484574,0.196969697,0.0306122449,0.03448275862,0.04668304668
0.04264972777,0.2070707071,0.02551020408,0.03448275862,0.0515970516
0.0444646098,0.2121212121,0.02551020408,0.02586206897,0.05405405405
0.04718693285,0.2171717172,0.02551020408,0.02586206897,0.05896805897
0.0499092559,0.2222222222,0.02551020408,0.02586206897,0.06142506143
0.05263157895,0.2272727273,0.02551020408,0.03448275862,0.06388206388
0.055353902,0.2272727273,0.02551020408,0.03448275862,0.06633906634
0.05898366606,0.2323232323,0.02551020408,0.03448275862,0.0687960688
0.06261343013,0.2323232323,0.0306122449,0.03448275862,0.07125307125
0.06624319419,0.2272727273,0.0306122449,0.04310344828,0.07371007371
0.06987295826,0.2272727273,0.0306122449,0.04310344828,0.07371007371
0.07350272232,0.2222222222,0.0306122449,0.04310344828,0.07371007371
0.07713248639,0.2171717172,0.0306122449,0.05172413793,0.07616707617
0.08076225045,0.2121212121,0.0306122449,0.05172413793,0.07616707617
0.0834845735,0.2070707071,0.03571428571,0.06034482759,0.07616707617
0.08529945554,0.202020202,0.03571428571,0.06034482759,0.07371007371
0.08711433757,0.196969697,0.03571428571,0.06034482759,0.07371007371
0.0889292196,0.1919191919,0.03571428571,0.06896551724,0.07371007371
0.08983666062,0.1919191919,0.04081632653,0.06896551724,0.07371007371
0.08983666062,0.1868686869,0.04081632653,0.06896551724,0.07371007371
0.08983666062,0.1818181818,0.04081632653,0.06896551724,0.07371007371
0.0889292196,0.1767676768,0.04591836735,0.06896551724,0.07371007371
0.0889292196,0.1767676768,0.04591836735,0.06896551724,0.07371007371
0.08802177858,0.1717171717,0.05102040816,0.06896551724,0.07371007371
0.08711433757,0.1666666667,0.05102040816,0.06034482759,0.07616707617
0.08620689655,0.1666666667,0.05612244898,0.06034482759,0.07616707617
0.08529945554,0.1616161616,0.05612244898,0.06034482759,0.07862407862
